State,Year,Quarter,District,Code,Transactions,Amount (INR),ATV (INR),Registered Users,App Opens
Andaman & Nicobar Islands,2018,1,Nicobars,AN01,528,"11,39,849","2,159",262,0
Andaman & Nicobar Islands,2018,1,North And Middle Andaman,AN02,442,"9,31,663","2,108",632,0
Andaman & Nicobar Islands,2018,1,South Andaman,AN03,"5,688","1,25,60,249","2,208","5,846",0
Andhra Pradesh,2018,1,Anantapur,AP01,"6,38,664","78,88,30,646","1,235","2,41,192",0
Andhra Pradesh,2018,1,Chittoor,AP02,"8,30,324","1,00,96,21,878","1,216","3,09,541",0
Andhra Pradesh,2018,1,East Godavari,AP03,"9,43,935","1,23,57,85,516","1,309","3,50,356",0
Andhra Pradesh,2018,1,Guntur,AP04,"8,15,932","1,10,86,86,589","1,359","3,17,065",0
Andhra Pradesh,2018,1,Krishna,AP05,"8,63,935","1,28,42,55,180","1,487","3,23,673",0
Andhra Pradesh,2018,1,Kurnool,AP06,"6,79,623","76,49,05,299","1,125","2,40,133",0
Andhra Pradesh,2018,1,Prakasam,AP07,"5,34,757","74,89,90,776","1,401","1,89,949",0
Andhra Pradesh,2018,1,Spsr Nellore,AP08,"5,31,612","67,66,43,238","1,273","1,94,475",0
Andhra Pradesh,2018,1,Srikakulam,AP09,"4,58,921","58,77,78,029","1,281","1,43,839",0
Andhra Pradesh,2018,1,Visakhapatnam,AP10,"12,56,469","1,74,99,66,197","1,393","4,97,187",0
Andhra Pradesh,2018,1,Vizianagaram,AP11,"4,20,990","50,57,83,446","1,201","1,28,905",0
Andhra Pradesh,2018,1,West Godavari,AP12,"5,77,090","85,35,47,669","1,479","2,13,335",0
Andhra Pradesh,2018,1,Ysr,AP13,"4,87,333","68,14,81,931","1,398","1,86,800",0
Arunachal Pradesh,2018,1,Anjaw,AR01,0,0,#DIV/0!,278,0
Arunachal Pradesh,2018,1,Changlang,AR02,"3,195","53,80,749","1,684","1,208",0
Arunachal Pradesh,2018,1,Dibang Valley,AR21,2,170,85,66,0
Arunachal Pradesh,2018,1,East Kameng,AR03,529,"4,73,825",896,222,0
Arunachal Pradesh,2018,1,East Siang,AR04,"3,286","55,33,620","1,684","1,803",0
Arunachal Pradesh,2018,1,Kamle,AR05,14,"7,971",569,22,0
Arunachal Pradesh,2018,1,Kra Daadi,AR06,207,"4,95,375","2,393",88,0
Arunachal Pradesh,2018,1,Kurung Kumey,AR07,84,"99,417","1,184",97,0
Arunachal Pradesh,2018,1,Lepa Rada,AR08,288,"4,03,149","1,400",210,0
Arunachal Pradesh,2018,1,Lohit,AR09,"3,747","1,14,96,950","3,068","1,207",0
Arunachal Pradesh,2018,1,Longding,AR10,"2,321","43,61,532","1,879",256,0
Arunachal Pradesh,2018,1,Lower Dibang Valley,AR11,"1,356","10,76,237",794,601,0
Arunachal Pradesh,2018,1,Lower Siang,AR12,"1,292","23,37,961","1,810",270,0
Arunachal Pradesh,2018,1,Lower Subansiri,AR13,"1,477","36,50,728","2,472",498,0
Arunachal Pradesh,2018,1,Namsai,AR14,"1,400","21,62,985","1,545",737,0
Arunachal Pradesh,2018,1,Pakke Kessang,AR15,9,"9,131","1,015",39,0
Arunachal Pradesh,2018,1,Papum Pare,AR16,"14,224","3,25,55,848","2,289","7,649",0
Arunachal Pradesh,2018,1,Shi Yomi,AR17,0,0,#DIV/0!,49,0
Arunachal Pradesh,2018,1,Siang,AR18,252,"3,39,472","1,347",192,0
Arunachal Pradesh,2018,1,Tawang,AR19,"2,334","50,55,665","2,166","1,525",0
Arunachal Pradesh,2018,1,Tirap,AR20,945,"10,64,265","1,126",557,0
Arunachal Pradesh,2018,1,Upper Siang,AR22,126,"1,86,611","1,481",301,0
Arunachal Pradesh,2018,1,Upper Subansiri,AR23,735,"13,58,368","1,848",572,0
Arunachal Pradesh,2018,1,West Kameng,AR24,"5,787","95,40,633","1,649","2,202",0
Arunachal Pradesh,2018,1,West Siang,AR25,"1,887","47,96,676","2,542",846,0
Assam,2018,1,Baksa,AS02,"20,964","2,24,57,850","1,071","6,082",0
Assam,2018,1,Barpeta,AS03,"67,801","5,63,52,302",831,"20,485",0
Assam,2018,1,Biswanath,AS04,"16,453","1,29,83,623",789,"5,164",0
Assam,2018,1,Bongaigaon,AS05,"18,899","2,15,10,945","1,138","9,724",0
Assam,2018,1,Cachar,AS06,"56,481","5,72,50,291","1,014","19,567",0
Assam,2018,1,Charaideo,AS07,"13,094","1,08,73,517",830,"4,366",0
Assam,2018,1,Chirang,AS08,"8,445","1,16,65,547","1,381","3,487",0
Assam,2018,1,Darrang,AS09,"28,031","2,15,93,879",770,"8,050",0
Assam,2018,1,Dhemaji,AS10,"16,037","1,70,04,987","1,060","6,623",0
Assam,2018,1,Dhubri,AS11,"26,072","2,44,31,278",937,"11,421",0
Assam,2018,1,Dibrugarh,AS12,"44,792","5,32,58,766","1,189","21,182",0
Assam,2018,1,Dima Hasao,AS13,"4,233","47,81,136","1,129","2,245",0
Assam,2018,1,Goalpara,AS14,"27,132","2,53,31,841",934,"10,420",0
Assam,2018,1,Golaghat,AS15,"22,089","1,90,58,582",863,"10,102",0
Assam,2018,1,Hailakandi,AS16,"15,865","1,10,65,156",697,"5,700",0
Assam,2018,1,Hojai,AS17,"16,917","1,58,49,611",937,"7,571",0
Assam,2018,1,Jorhat,AS18,"33,322","4,11,64,542","1,235","16,442",0
Assam,2018,1,Kamrup,AS19,"47,859","4,18,68,129",875,"15,241",0
Assam,2018,1,Kamrup Metropolitan,AS20,"1,94,617","28,47,66,219","1,463","87,336",0
Assam,2018,1,Karbi Anglong,AS21,"15,032","1,48,75,159",990,"5,694",0
Assam,2018,1,Karimganj,AS22,"17,261","1,78,42,354","1,034","7,367",0
Assam,2018,1,Kokrajhar,AS23,"16,397","1,79,35,305","1,094","6,566",0
Assam,2018,1,Lakhimpur,AS24,"24,946","1,77,98,095",713,"8,143",0
Assam,2018,1,Majuli,AS25,"2,598","13,26,721",511,"1,274",0
Assam,2018,1,Marigaon,AS26,"79,832","10,50,67,294","1,316","7,193",0
Assam,2018,1,Nagaon,AS27,"66,695","5,63,52,631",845,"19,619",0
Assam,2018,1,Nalbari,AS28,"16,878","1,23,93,871",734,"6,874",0
Assam,2018,1,Sivasagar,AS29,"16,898","1,76,11,864","1,042","8,292",0
Assam,2018,1,Sonitpur,AS30,"51,976","7,30,05,566","1,405","18,986",0
Assam,2018,1,South Salmara Mancachar,AS31,"8,415","94,04,472","1,118","2,420",0
Assam,2018,1,Tinsukia,AS32,"41,237","4,58,86,201","1,113","15,998",0
Assam,2018,1,Udalguri,AS33,"18,168","1,44,65,757",796,"4,768",0
Assam,2018,1,West Karbi Anglong,AS34,"1,445","5,70,967",395,835,0
Bihar,2018,1,Araria,BR01,"81,597","9,51,84,068","1,167","30,576",0
Bihar,2018,1,Arwal,BR02,"31,620","2,75,49,102",871,"11,087",0
Bihar,2018,1,Aurangabad,BR03,"1,14,354","11,47,37,538","1,003","42,349",0
Bihar,2018,1,Banka,BR04,"39,192","3,26,23,796",832,"19,504",0
Bihar,2018,1,Begusarai,BR05,"1,34,911","13,02,65,730",966,"57,409",0
Bihar,2018,1,Bhagalpur,BR06,"1,74,456","17,29,05,796",991,"76,063",0
Bihar,2018,1,Bhojpur,BR07,"1,15,890","11,79,85,837","1,018","50,363",0
Bihar,2018,1,Buxar,BR08,"61,490","5,69,87,162",927,"27,689",0
Bihar,2018,1,Darbhanga,BR09,"2,17,364","22,46,28,302","1,033","74,414",0
Bihar,2018,1,Gaya,BR11,"2,31,873","22,74,70,166",981,"91,015",0
Bihar,2018,1,Gopalganj,BR12,"1,07,134","14,10,70,591","1,317","41,306",0
Bihar,2018,1,Jamui,BR13,"48,226","4,45,65,633",924,"23,266",0
Bihar,2018,1,Jehanabad,BR14,"52,401","4,72,74,895",902,"20,394",0
Bihar,2018,1,Kaimur Bhabua,BR15,"64,493","7,01,10,159","1,087","22,464",0
Bihar,2018,1,Katihar,BR16,"1,38,075","12,97,01,646",939,"44,233",0
Bihar,2018,1,Khagaria,BR17,"65,892","7,19,55,895","1,092","25,026",0
Bihar,2018,1,Kishanganj,BR18,"38,179","4,58,80,790","1,202","16,507",0
Bihar,2018,1,Lakhisarai,BR19,"42,937","4,36,11,675","1,016","18,119",0
Bihar,2018,1,Madhepura,BR20,"79,822","8,50,73,946","1,066","26,881",0
Bihar,2018,1,Madhubani,BR21,"1,73,946","20,30,80,851","1,167","66,664",0
Bihar,2018,1,Munger,BR22,"64,639","6,44,55,596",997,"32,219",0
Bihar,2018,1,Muzaffarpur,BR23,"3,88,401","39,47,17,113","1,016","1,25,298",0
Bihar,2018,1,Nalanda,BR24,"2,08,901","19,06,13,486",912,"75,201",0
Bihar,2018,1,Nawada,BR25,"78,480","8,11,61,592","1,034","32,228",0
Bihar,2018,1,Pashchim Champaran,BR38,"2,15,866","23,61,90,497","1,094","67,656",0
Bihar,2018,1,Patna,BR26,"11,97,281","1,28,24,92,051","1,071","4,25,009",0
Bihar,2018,1,Purbi Champaran,BR10,"2,54,643","26,41,92,918","1,038","87,561",0
Bihar,2018,1,Purnia,BR27,"1,32,262","13,99,47,209","1,058","51,858",0
Bihar,2018,1,Rohtas,BR28,"2,01,231","18,13,78,995",901,"64,983",0
Bihar,2018,1,Saharsa,BR29,"88,087","8,20,38,820",931,"32,380",0
Bihar,2018,1,Samastipur,BR30,"2,22,241","21,36,34,125",961,"76,068",0
Bihar,2018,1,Saran,BR31,"1,49,786","17,18,39,807","1,147","63,245",0
Bihar,2018,1,Sheikhpura,BR32,"20,728","2,36,30,132","1,140","10,567",0
Bihar,2018,1,Sheohar,BR33,"25,700","2,21,83,883",863,"7,645",0
Bihar,2018,1,Sitamarhi,BR34,"1,45,625","16,22,81,680","1,114","47,288",0
Bihar,2018,1,Siwan,BR35,"1,29,094","16,92,28,976","1,311","52,000",0
Bihar,2018,1,Supaul,BR36,"85,807","7,13,13,091",831,"29,348",0
Bihar,2018,1,Vaishali,BR37,"2,01,678","21,17,94,626","1,050","67,921",0
Chandigarh,2018,1,Chandigarh,CH01,"3,81,895","61,34,35,421","1,606","86,268",0
Chhattisgarh,2018,1,Balod,CG01,"36,121","3,35,48,673",929,"13,500",0
Chhattisgarh,2018,1,Baloda Bazar,CG02,"61,987","5,54,55,252",895,"21,747",0
Chhattisgarh,2018,1,Balrampur,CG03,"29,546","4,17,93,646","1,415","9,313",0
Chhattisgarh,2018,1,Bastar,CG04,"38,895","5,03,65,513","1,295","13,889",0
Chhattisgarh,2018,1,Bemetara,CG05,"41,406","4,03,26,244",974,"12,283",0
Chhattisgarh,2018,1,Bijapur,CG06,"5,863","1,04,78,593","1,787","3,606",0
Chhattisgarh,2018,1,Bilaspur,CG07,"1,58,509","16,98,65,046","1,072","68,704",0
Chhattisgarh,2018,1,Dantewada,CG08,"8,452","1,29,99,923","1,538","4,894",0
Chhattisgarh,2018,1,Dhamtari,CG09,"40,907","3,69,69,407",904,"15,571",0
Chhattisgarh,2018,1,Durg,CG10,"2,26,774","27,44,35,200","1,210","91,516",0
Chhattisgarh,2018,1,Gariyaband,CG11,"40,648","3,86,84,590",952,"8,679",0
Chhattisgarh,2018,1,Janjgir Champa,CG13,"2,19,761","22,39,84,260","1,019","42,297",0
Chhattisgarh,2018,1,Jashpur,CG14,"41,174","3,90,68,620",949,"12,420",0
Chhattisgarh,2018,1,Kabirdham,CG15,"32,615","2,26,61,025",695,"10,892",0
Chhattisgarh,2018,1,Kanker,CG16,"29,788","2,83,73,231",953,"10,256",0
Chhattisgarh,2018,1,Kondagaon,CG17,"22,249","2,52,83,402","1,136","5,625",0
Chhattisgarh,2018,1,Korba,CG18,"93,345","9,93,66,683","1,065","39,075",0
Chhattisgarh,2018,1,Korea,CG19,"39,025","4,40,08,433","1,128","15,517",0
Chhattisgarh,2018,1,Mahasamund,CG20,"64,238","6,92,01,346","1,077","19,608",0
Chhattisgarh,2018,1,Mungeli,CG21,"19,819","1,58,19,138",798,"7,387",0
Chhattisgarh,2018,1,Narayanpur,CG22,"2,998","29,64,107",989,"1,768",0
Chhattisgarh,2018,1,Raigarh,CG23,"1,33,135","14,04,63,995","1,055","51,628",0
Chhattisgarh,2018,1,Raipur,CG24,"3,23,570","47,46,33,364","1,467","1,35,308",0
Chhattisgarh,2018,1,Rajnandgaon,CG25,"73,040","7,98,30,832","1,093","26,295",0
Chhattisgarh,2018,1,Sukma,CG26,"3,825","65,09,136","1,702","3,205",0
Chhattisgarh,2018,1,Surajpur,CG27,"35,573","3,42,42,977",963,"12,279",0
Chhattisgarh,2018,1,Surguja,CG28,"68,251","7,78,22,921","1,140","22,001",0
Dadra & Nagar Haveli and Daman & Diu,2018,1,Dadra And Nagar Haveli,DD01,"92,738","10,58,07,099","1,141","32,028",0
Dadra & Nagar Haveli and Daman & Diu,2018,1,Daman,DD02,"50,218","6,34,16,803","1,263","18,677",0
Dadra & Nagar Haveli and Daman & Diu,2018,1,Diu,DD03,"5,593","64,34,482","1,150","2,553",0
Delhi,2018,1,Central,DL01,"29,97,714","4,31,21,45,216","1,438","2,02,723",0
Delhi,2018,1,East,DL02,"3,57,904","59,42,48,348","1,660","1,69,295",0
Delhi,2018,1,New Delhi,DL03,"8,83,737","1,47,89,16,789","1,673","2,12,008",0
Delhi,2018,1,North,DL04,"3,61,539","57,45,80,634","1,589","1,73,622",0
Delhi,2018,1,North East,DL05,"1,80,160","26,14,68,887","1,451","95,472",0
Delhi,2018,1,North West,DL06,"3,87,431","61,42,42,861","1,585","2,23,679",0
Delhi,2018,1,Shahdara,DL07,"1,93,886","32,64,58,215","1,684","1,14,549",0
Delhi,2018,1,South,DL08,"3,34,361","59,71,43,870","1,786","1,56,706",0
Delhi,2018,1,South East Delhi,DL09,"5,62,694","92,95,43,693","1,652","2,51,213",0
Delhi,2018,1,South West,DL10,"3,18,199","55,59,00,156","1,747","1,79,197",0
Delhi,2018,1,West,DL11,"5,45,129","96,68,55,137","1,774","3,08,558",0
Goa,2018,1,North Goa,GA01,"95,114","18,71,08,292","1,967","57,769",0
Goa,2018,1,South Goa,GA02,"65,783","11,67,48,450","1,775","34,167",0
Gujarat,2018,1,Ahmadabad,GJ01,"14,36,152","2,15,31,23,692","1,499","5,72,811",0
Gujarat,2018,1,Amreli,GJ02,"66,032","7,50,32,119","1,136","31,443",0
Gujarat,2018,1,Anand,GJ03,"1,66,658","18,18,58,558","1,091","68,052",0
Gujarat,2018,1,Aravallis,GJ04,"55,016","4,13,23,328",751,"21,932",0
Gujarat,2018,1,Banas Kantha,GJ05,"2,37,457","19,78,83,270",833,"93,506",0
Gujarat,2018,1,Bharuch,GJ06,"2,10,073","24,92,46,117","1,186","1,01,575",0
Gujarat,2018,1,Bhavnagar,GJ07,"1,82,948","17,14,95,426",937,"87,683",0
Gujarat,2018,1,Botad,GJ08,"50,541","3,04,96,629",603,"23,738",0
Gujarat,2018,1,Chhotaudepur,GJ09,"12,962","1,35,97,432","1,049","6,581",0
Gujarat,2018,1,Devbhumi Dwarka,GJ12,"30,538","3,86,15,230","1,264","15,809",0
Gujarat,2018,1,Dohad,GJ10,"39,278","4,55,87,112","1,161","16,212",0
Gujarat,2018,1,Gandhinagar,GJ13,"2,37,393","31,80,02,414","1,340","1,18,201",0
Gujarat,2018,1,Gir Somnath,GJ14,"49,292","5,09,70,541","1,034","28,292",0
Gujarat,2018,1,Jamnagar,GJ15,"1,21,341","16,61,62,325","1,369","52,416",0
Gujarat,2018,1,Junagadh,GJ16,"56,897","6,99,40,293","1,229","35,171",0
Gujarat,2018,1,Kachchh,GJ18,"2,17,912","31,69,33,355","1,454","97,838",0
Gujarat,2018,1,Kheda,GJ17,"1,04,154","9,46,52,161",909,"43,776",0
Gujarat,2018,1,Mahesana,GJ20,"2,27,748","21,30,31,002",935,"97,004",0
Gujarat,2018,1,Mahisagar,GJ19,"25,888","2,42,28,880",936,"11,048",0
Gujarat,2018,1,Morbi,GJ21,"58,217","7,03,78,386","1,209","30,329",0
Gujarat,2018,1,Narmada,GJ22,"13,920","1,51,20,948","1,086","6,464",0
Gujarat,2018,1,Navsari,GJ23,"1,59,975","22,97,07,589","1,436","35,437",0
Gujarat,2018,1,Panch Mahals,GJ24,"86,317","6,55,56,535",759,"32,263",0
Gujarat,2018,1,Patan,GJ25,"1,05,705","8,19,74,812",776,"41,580",0
Gujarat,2018,1,Porbandar,GJ26,"16,381","2,82,54,689","1,725","12,401",0
Gujarat,2018,1,Rajkot,GJ27,"2,19,190","29,68,03,514","1,354","1,33,017",0
Gujarat,2018,1,Sabar Kantha,GJ28,"1,05,266","8,81,14,408",837,"45,018",0
Gujarat,2018,1,Surat,GJ29,"9,83,723","1,34,68,33,711","1,369","4,89,852",0
Gujarat,2018,1,Surendranagar,GJ30,"80,486","7,17,35,565",891,"38,223",0
Gujarat,2018,1,Tapi,GJ31,"29,217","3,05,55,641","1,046","14,231",0
Gujarat,2018,1,The Dangs,GJ11,"5,441","47,83,139",879,"2,285",0
Gujarat,2018,1,Vadodara,GJ32,"3,87,998","60,46,45,570","1,558","2,05,722",0
Gujarat,2018,1,Valsad,GJ33,"1,68,659","19,13,37,866","1,134","80,138",0
Haryana,2018,1,Ambala,HR01,"1,19,503","18,92,50,272","1,584","54,127",0
Haryana,2018,1,Bhiwani,HR02,"1,25,150","19,03,61,119","1,521","57,585",0
Haryana,2018,1,Charkhi Dadri,HR03,"32,910","4,95,15,980","1,505","14,712",0
Haryana,2018,1,Faridabad,HR04,"5,21,939","77,27,38,359","1,481","2,31,504",0
Haryana,2018,1,Fatehabad,HR05,"1,16,455","10,56,77,674",907,"48,955",0
Haryana,2018,1,Gurugram,HR06,"14,08,070","2,31,70,83,394","1,646","4,74,081",0
Haryana,2018,1,Hisar,HR07,"2,40,517","35,57,32,766","1,479","1,13,872",0
Haryana,2018,1,Jhajjar,HR08,"1,15,322","18,79,60,034","1,630","53,121",0
Haryana,2018,1,Jind,HR09,"1,17,357","18,68,42,136","1,592","51,815",0
Haryana,2018,1,Kaithal,HR10,"98,466","14,96,86,426","1,520","41,222",0
Haryana,2018,1,Karnal,HR11,"1,69,313","24,77,18,779","1,463","73,612",0
Haryana,2018,1,Kurukshetra,HR12,"1,10,204","17,23,43,157","1,564","47,932",0
Haryana,2018,1,Mahendragarh,HR13,"89,413","11,96,24,308","1,338","45,460",0
Haryana,2018,1,Mewat,HR14,"80,255","13,29,78,793","1,657","29,541",0
Haryana,2018,1,Palwal,HR15,"97,942","14,53,40,108","1,484","48,774",0
Haryana,2018,1,Panchkula,HR16,"86,298","14,28,47,688","1,655","41,867",0
Haryana,2018,1,Panipat,HR17,"1,83,960","26,30,54,775","1,430","74,739",0
Haryana,2018,1,Rewari,HR18,"1,99,418","28,00,95,219","1,405","85,350",0
Haryana,2018,1,Rohtak,HR19,"1,21,728","21,52,07,976","1,768","62,452",0
Haryana,2018,1,Sirsa,HR20,"1,64,867","16,43,13,976",997,"70,800",0
Haryana,2018,1,Sonipat,HR21,"1,78,766","27,98,04,666","1,565","79,638",0
Haryana,2018,1,Yamunanagar,HR22,"1,02,917","12,53,33,910","1,218","46,198",0
Himachal Pradesh,2018,1,Bilaspur,HP01,"21,880","2,02,15,587",924,"11,975",0
Himachal Pradesh,2018,1,Chamba,HP02,"41,138","6,90,91,184","1,679","8,678",0
Himachal Pradesh,2018,1,Hamirpur,HP03,"32,709","3,75,06,250","1,147","15,614",0
Himachal Pradesh,2018,1,Kangra,HP04,"62,061","8,32,69,925","1,342","39,016",0
Himachal Pradesh,2018,1,Kinnaur,HP05,"5,815","81,01,945","1,393","2,684",0
Himachal Pradesh,2018,1,Kullu,HP06,"23,978","3,65,99,343","1,526","15,318",0
Himachal Pradesh,2018,1,Lahul And Spiti,HP07,335,"4,41,405","1,318",487,0
Himachal Pradesh,2018,1,Mandi,HP08,"44,169","5,03,08,276","1,139","26,238",0
Himachal Pradesh,2018,1,Shimla,HP09,"54,161","8,43,75,527","1,558","28,214",0
Himachal Pradesh,2018,1,Sirmaur,HP10,"37,721","4,35,79,534","1,155","15,880",0
Himachal Pradesh,2018,1,Solan,HP11,"1,18,881","14,68,73,607","1,235","50,035",0
Himachal Pradesh,2018,1,Una,HP12,"39,070","4,83,75,222","1,238","13,234",0
Jammu & Kashmir,2018,1,Anantnag,JK01,"64,478","2,48,85,721",386,"11,556",0
Jammu & Kashmir,2018,1,Bandipore,JK02,"38,208","1,18,85,514",311,"4,609",0
Jammu & Kashmir,2018,1,Baramulla,JK03,"83,775","4,42,15,018",528,"16,299",0
Jammu & Kashmir,2018,1,Budgam,JK04,"50,748","3,62,18,454",714,"11,594",0
Jammu & Kashmir,2018,1,Doda,JK05,"4,108","70,65,930","1,720","2,648",0
Jammu & Kashmir,2018,1,Ganderbal,JK06,"20,571","91,07,650",443,"4,117",0
Jammu & Kashmir,2018,1,Jammu,JK07,"81,381","12,74,52,979","1,566","45,294",0
Jammu & Kashmir,2018,1,Kathua,JK08,"17,643","2,23,53,839","1,267","8,039",0
Jammu & Kashmir,2018,1,Kishtwar,JK09,"2,054","35,14,300","1,711","1,298",0
Jammu & Kashmir,2018,1,Kulgam,JK10,"23,587","92,13,671",391,"5,700",0
Jammu & Kashmir,2018,1,Kupwara,JK11,"11,185","1,70,85,910","1,528","7,254",0
Jammu & Kashmir,2018,1,Mirpur,,"1,320","30,52,182","2,312",544,0
Jammu & Kashmir,2018,1,Muzaffarabad,,13,"14,560","1,120",41,0
Jammu & Kashmir,2018,1,Poonch,JK12,"3,98,963","50,91,20,439","1,276","2,539",0
Jammu & Kashmir,2018,1,Pulwama,JK13,"35,793","2,47,77,476",692,"8,441",0
Jammu & Kashmir,2018,1,Rajouri,JK14,"10,199","1,60,45,672","1,573","5,232",0
Jammu & Kashmir,2018,1,Ramban,JK15,"5,326","72,84,249","1,368","1,876",0
Jammu & Kashmir,2018,1,Reasi,JK16,"7,433","1,28,16,155","1,724","3,583",0
Jammu & Kashmir,2018,1,Samba,JK17,"14,795","2,15,34,891","1,456","6,534",0
Jammu & Kashmir,2018,1,Shopian,JK18,"5,083","35,98,499",708,"2,537",0
Jammu & Kashmir,2018,1,Srinagar,JK19,"47,285","6,26,76,257","1,325","18,233",0
Jammu & Kashmir,2018,1,Udhampur,JK20,"17,620","3,14,51,872","1,785","8,457",0
Jharkhand,2018,1,Bokaro,JH01,"2,63,441","21,00,67,689",797,"1,01,673",0
Jharkhand,2018,1,Chatra,JH02,"28,364","4,88,08,253","1,721","11,805",0
Jharkhand,2018,1,Deoghar,JH03,"70,058","9,11,00,586","1,300","35,229",0
Jharkhand,2018,1,Dhanbad,JH04,"3,40,878","27,19,73,005",798,"1,30,195",0
Jharkhand,2018,1,Dumka,JH05,"37,867","3,33,66,390",881,"16,027",0
Jharkhand,2018,1,East Singhbhum,JH06,"2,20,276","25,72,29,541","1,168","1,03,016",0
Jharkhand,2018,1,Garhwa,JH07,"47,858","10,54,26,065","2,203","14,981",0
Jharkhand,2018,1,Giridih,JH08,"1,31,905","13,14,09,946",996,"45,940",0
Jharkhand,2018,1,Godda,JH09,"36,994","3,60,33,979",974,"16,608",0
Jharkhand,2018,1,Gumla,JH10,"12,079","1,54,22,722","1,277","6,616",0
Jharkhand,2018,1,Hazaribagh,JH11,"1,50,709","17,12,97,280","1,137","56,421",0
Jharkhand,2018,1,Jamtara,JH12,"21,925","3,75,30,177","1,712","10,659",0
Jharkhand,2018,1,Khunti,JH13,"10,377","1,22,38,451","1,179","4,037",0
Jharkhand,2018,1,Koderma,JH14,"58,922","7,60,01,335","1,290","21,423",0
Jharkhand,2018,1,Latehar,JH15,"20,416","3,51,21,830","1,720","7,580",0
Jharkhand,2018,1,Lohardaga,JH16,"15,716","1,63,49,311","1,040","5,431",0
Jharkhand,2018,1,Pakur,JH17,"17,321","1,06,39,884",614,"6,846",0
Jharkhand,2018,1,Palamu,JH18,"84,608","12,81,41,542","1,515","31,788",0
Jharkhand,2018,1,Ramgarh,JH19,"97,459","8,58,44,870",881,"37,875",0
Jharkhand,2018,1,Ranchi,JH20,"3,56,622","43,42,34,048","1,218","1,59,444",0
Jharkhand,2018,1,Sahebganj,JH21,"30,741","4,40,38,697","1,433","12,479",0
Jharkhand,2018,1,Saraikela Kharsawan,JH22,"83,449","7,45,73,903",894,"31,177",0
Jharkhand,2018,1,Simdega,JH23,"6,739","93,28,084","1,384","2,983",0
Jharkhand,2018,1,West Singhbhum,JH24,"34,197","3,80,08,802","1,111","15,529",0
Karnataka,2018,1,Bagalkote,KA01,"1,37,750","13,07,64,472",949,"63,460",0
Karnataka,2018,1,Ballari,KA02,"2,18,492","31,72,08,290","1,452","1,03,566",0
Karnataka,2018,1,Belagavi,KA05,"2,65,382","28,69,97,207","1,081","1,40,320",0
Karnataka,2018,1,Bengaluru Rural,KA03,"1,87,325","30,70,37,188","1,639","87,955",0
Karnataka,2018,1,Bengaluru Urban,KA04,"83,06,513","14,16,27,50,303","1,705","19,22,368",0
Karnataka,2018,1,Bidar,KA06,"1,48,528","21,92,04,066","1,476","58,446",0
Karnataka,2018,1,Chamarajanagara,KA08,"32,011","3,56,20,370","1,113","17,398",0
Karnataka,2018,1,Chikkaballapura,KA09,"1,14,026","16,40,73,012","1,439","43,074",0
Karnataka,2018,1,Chikkamagaluru,KA10,"56,698","7,98,77,644","1,409","32,240",0
Karnataka,2018,1,Chitradurga,KA11,"86,333","12,19,14,950","1,412","41,656",0
